defined_class	defined_class_label	entity	entity_label	shape	shape_label
http://purl.obolibrary.org/obo/HP_0000377	Abnormal pinna morphology	http://purl.obolibrary.org/obo/UBERON_0001691	external ear	http://purl.obolibrary.org/obo/PATO_0000052	shape
http://purl.obolibrary.org/obo/HP_0011218	Abnormal shape of the frontal region	http://purl.obolibrary.org/obo/UBERON_0001870	frontal cortex	http://purl.obolibrary.org/obo/PATO_0000052	shape
http://purl.obolibrary.org/obo/HP_0011217	Abnormal shape of the occiput	http://purl.obolibrary.org/obo/UBERON_0001676	occipital bone	http://purl.obolibrary.org/obo/PATO_0000052	shape
http://purl.obolibrary.org/obo/HP_0200005	Abnormal shape of the palpebral fissure	http://purl.obolibrary.org/obo/UBERON_0001819	palpebral fissure	http://purl.obolibrary.org/obo/PATO_0000052	shape
http://purl.obolibrary.org/obo/HP_0040004	Abnormality of corneal shape	http://purl.obolibrary.org/obo/UBERON_0000964	cornea	http://purl.obolibrary.org/obo/PATO_0000052	shape
http://purl.obolibrary.org/obo/HP_0011526	Abnormality of lens shape	http://purl.obolibrary.org/obo/UBERON_0000965	lens of camera-type eye	http://purl.obolibrary.org/obo/PATO_0000052	shape
http://purl.obolibrary.org/obo/HP_0008544	Abnormally folded helix	http://purl.obolibrary.org/obo/UBERON_0002488	helix of outer ear	http://purl.obolibrary.org/obo/PATO_0001910	folded
http://purl.obolibrary.org/obo/HP_0000907	Anterior rib cupping	http://purl.obolibrary.org/obo/UBERON_0002228	rib	http://purl.obolibrary.org/obo/PATO_0002154	splayed ventral
http://purl.obolibrary.org/obo/HP_0009927	Aplasia of the nose	http://purl.obolibrary.org/obo/UBERON_0000004	nose	http://purl.obolibrary.org/obo/PATO_0000617	bent
http://purl.obolibrary.org/obo/HP_0000483	Astigmatism	http://purl.obolibrary.org/obo/UBERON_0000964	cornea	http://purl.obolibrary.org/obo/PATO_0001848	asymmetrically curved
http://purl.obolibrary.org/obo/HP_0004568	Beaking of vertebral bodies	http://purl.obolibrary.org/obo/UBERON_0001075	bony vertebral centrum	http://purl.obolibrary.org/obo/PATO_0001955	cuneate
http://purl.obolibrary.org/obo/HP_0004586	Biconcave vertebral bodies	http://purl.obolibrary.org/obo/UBERON_0001075	bony vertebral centrum	http://purl.obolibrary.org/obo/PATO_0002039	biconcave
http://purl.obolibrary.org/obo/HP_0004625	Biconvex vertebral bodies	http://purl.obolibrary.org/obo/UBERON_0001075	bony vertebral centrum	http://purl.obolibrary.org/obo/PATO_0002040	biconvex
http://purl.obolibrary.org/obo/HP_0000813	Bicornuate uterus	http://purl.obolibrary.org/obo/UBERON_0000995	uterus	http://purl.obolibrary.org/obo/PATO_0002161	bicornuate
http://purl.obolibrary.org/obo/HP_0001647	Bicuspid aortic valve	http://purl.obolibrary.org/obo/UBERON_0002137	aortic valve	http://purl.obolibrary.org/obo/PATO_0002281	biscupidate
http://purl.obolibrary.org/obo/HP_0005182	Bicuspid pulmonary valve	http://purl.obolibrary.org/obo/UBERON_0002146	pulmonary valve	http://purl.obolibrary.org/obo/PATO_0002281	biscupidate
http://purl.obolibrary.org/obo/HP_0011250	Bifid antitragus	http://purl.obolibrary.org/obo/UBERON_0016467	antitragus	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/HP_0009611	Bifid distal phalanx of the thumb	http://purl.obolibrary.org/obo/UBERON_0004337	distal phalanx of manual digit 1	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/HP_0001853	Bifid distal phalanx of toe	http://purl.obolibrary.org/obo/UBERON_0003867	distal phalanx of pes	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/HP_0010564	Bifid epiglottis	http://purl.obolibrary.org/obo/UBERON_0000388	epiglottis	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/HP_0010443	Bifid femur	http://purl.obolibrary.org/obo/UBERON_0000981	femur	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/HP_0009616	Bifid first metacarpal	http://purl.obolibrary.org/obo/UBERON_0003645	metacarpal bone of digit 1	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/HP_0003864	Bifid humerus	http://purl.obolibrary.org/obo/UBERON_0000976	humerus	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/HP_0010793	Bifid nail	http://purl.obolibrary.org/obo/UBERON_0001705	nail	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/HP_0000456	Bifid nasal tip	http://purl.obolibrary.org/obo/UBERON_0012128	nose tip	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/HP_0011803	Bifid nose	http://purl.obolibrary.org/obo/UBERON_0000004	nose	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/HP_0000892	Bifid ribs	http://purl.obolibrary.org/obo/UBERON_0002228	rib	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/HP_0009791	Bifid sacrum	http://purl.obolibrary.org/obo/UBERON_0003690	fused sacrum	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/HP_0000048	Bifid scrotum	http://purl.obolibrary.org/obo/UBERON_0001300	scrotum	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/HP_0010309	Bifid sternum	http://purl.obolibrary.org/obo/UBERON_0000975	sternum	http://purl.obolibrary.org/obo/PATO_0001784	bifurcated
http://purl.obolibrary.org/obo/HP_0008437	Bifid thoracic vertebrae	http://purl.obolibrary.org/obo/UBERON_0002347	thoracic vertebra	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/HP_0010297	Bifid tongue	http://purl.obolibrary.org/obo/UBERON_0001723	tongue	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/HP_0011269	Bifid tragus	http://purl.obolibrary.org/obo/UBERON_0010887	tragus	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/HP_0030037	Bifid ureter	http://purl.obolibrary.org/obo/UBERON_0000056	ureter	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/HP_0000136	Bifid uterus	http://purl.obolibrary.org/obo/UBERON_0000995	uterus	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/HP_0000193	Bifid uvula	http://purl.obolibrary.org/obo/UBERON_0001734	palatine uvula	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/HP_0100891	Bifid xiphoid process	http://purl.obolibrary.org/obo/UBERON_0002207	xiphoid process	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/HP_0003956	Bowed forearm bones	http://purl.obolibrary.org/obo/UBERON_0003466	forelimb zeugopod bone	http://purl.obolibrary.org/obo/PATO_0001592	increased curvature
http://purl.obolibrary.org/obo/HP_0003865	Bowed humerus	http://purl.obolibrary.org/obo/UBERON_0000976	humerus	http://purl.obolibrary.org/obo/PATO_0001592	increased curvature
http://purl.obolibrary.org/obo/HP_0006488	Bowing of the arm	http://purl.obolibrary.org/obo/UBERON_0008962	forelimb bone	http://purl.obolibrary.org/obo/PATO_0000406	curved
http://purl.obolibrary.org/obo/HP_0002979	Bowing of the legs	http://purl.obolibrary.org/obo/UBERON_0003823	hindlimb zeugopod	http://purl.obolibrary.org/obo/PATO_0000406	curved
http://purl.obolibrary.org/obo/HP_0006487	Bowing of the long bones	http://purl.obolibrary.org/obo/UBERON_0002495	long bone	http://purl.obolibrary.org/obo/PATO_0000406	curved
http://purl.obolibrary.org/obo/HP_0008756	Bowing of the vocal cords	http://purl.obolibrary.org/obo/UBERON_0003706	laryngeal vocal fold	http://purl.obolibrary.org/obo/PATO_0000406	curved
http://purl.obolibrary.org/obo/HP_0010578	Bracket epiphyses	http://purl.obolibrary.org/obo/UBERON_0001437	epiphysis	http://purl.obolibrary.org/obo/PATO_0002142	bracket
http://purl.obolibrary.org/obo/HP_0010229	Bracket epiphyses of the phalanges of the hand	http://purl.obolibrary.org/obo/UBERON_0004387	epiphysis of phalanx of manus	http://purl.obolibrary.org/obo/PATO_0002142	bracket
http://purl.obolibrary.org/obo/HP_0010016	Bracket epiphysis of the 1st metacarpal	http://purl.obolibrary.org/obo/UBERON_0004391	epiphysis of first metacarpal bone	http://purl.obolibrary.org/obo/PATO_0002142	bracket
http://purl.obolibrary.org/obo/HP_0010150	Bracket epiphysis of the 1st metatarsal	http://purl.obolibrary.org/obo/UBERON_0004395	epiphysis of first metatarsal bone	http://purl.obolibrary.org/obo/PATO_0002142	bracket
http://purl.obolibrary.org/obo/HP_0011822	Broad chin	http://purl.obolibrary.org/obo/UBERON_0008199	chin	http://purl.obolibrary.org/obo/PATO_0002359	broad
http://purl.obolibrary.org/obo/HP_0008804	Broad femoral head	http://purl.obolibrary.org/obo/UBERON_0006767	head of femur	http://purl.obolibrary.org/obo/PATO_0002359	broad
http://purl.obolibrary.org/obo/HP_0010028	Bullet-shaped 1st metacarpal	http://purl.obolibrary.org/obo/UBERON_0003645	metacarpal bone of digit 1	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0010069	Bullet-shaped 1st metatarsal	http://purl.obolibrary.org/obo/UBERON_0003650	metatarsal bone of digit 1	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0010349	Bullet-shaped 2nd toe phalanx	http://purl.obolibrary.org/obo/UBERON_0003641	pedal digit 2 phalanx	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0010361	Bullet-shaped 3rd toe phalanx	http://purl.obolibrary.org/obo/UBERON_0003642	pedal digit 3 phalanx	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0010373	Bullet-shaped 4th toe phalanx	http://purl.obolibrary.org/obo/UBERON_0003862	pedal digit 4 phalanx	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0010385	Bullet-shaped 5th toe phalanx	http://purl.obolibrary.org/obo/UBERON_0003863	pedal digit 5 phalanx	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0009837	Bullet-shaped distal phalanges of the hand	http://purl.obolibrary.org/obo/UBERON_0003865	distal phalanx of manus	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0009559	Bullet-shaped distal phalanx of the 2nd finger	http://purl.obolibrary.org/obo/UBERON_0004311	distal phalanx of manual digit 2	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0010415	Bullet-shaped distal phalanx of the 2nd toe	http://purl.obolibrary.org/obo/UBERON_0004316	distal phalanx of pedal digit 2	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0009423	Bullet-shaped distal phalanx of the 3rd finger	http://purl.obolibrary.org/obo/UBERON_0004312	distal phalanx of manual digit 3	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0009302	Bullet-shaped distal phalanx of the 4th finger	http://purl.obolibrary.org/obo/UBERON_0004313	distal phalanx of manual digit 4	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0009241	Bullet-shaped distal phalanx of the 5th finger	http://purl.obolibrary.org/obo/UBERON_0004314	distal phalanx of manual digit 5	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0010078	Bullet-shaped distal phalanx of the hallux	http://purl.obolibrary.org/obo/UBERON_0004315	distal phalanx of pedal digit 1	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0009643	Bullet-shaped distal phalanx of the thumb	http://purl.obolibrary.org/obo/UBERON_0004337	distal phalanx of manual digit 1	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0010187	Bullet-shaped distal toe phalanx	http://purl.obolibrary.org/obo/UBERON_0003867	distal phalanx of pes	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0010060	Bullet-shaped hallux phalanx	http://purl.obolibrary.org/obo/UBERON_0003640	pedal digit 1 phalanx	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0009845	Bullet-shaped middle phalanges of the hand	http://purl.obolibrary.org/obo/UBERON_0003864	middle phalanx of manus	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0009570	Bullet-shaped middle phalanx of the 2nd finger	http://purl.obolibrary.org/obo/UBERON_0004320	middle phalanx of manual digit 2	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0010406	Bullet-shaped middle phalanx of the 2nd toe	http://purl.obolibrary.org/obo/UBERON_0004324	middle phalanx of pedal digit 2	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0009431	Bullet-shaped middle phalanx of the 3rd finger	http://purl.obolibrary.org/obo/UBERON_0004321	middle phalanx of manual digit 3	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0009296	Bullet-shaped middle phalanx of the 4th finger	http://purl.obolibrary.org/obo/UBERON_0004322	middle phalanx of manual digit 4	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0009168	Bullet-shaped middle phalanx of the 5th finger	http://purl.obolibrary.org/obo/UBERON_0004323	middle phalanx of manual digit 5	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0010196	Bullet-shaped middle toe phalanx	http://purl.obolibrary.org/obo/UBERON_0003866	middle phalanx of pes	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0009548	Bullet-shaped phalanges of the 2nd finger	http://purl.obolibrary.org/obo/UBERON_0003636	manual digit 2 phalanx	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0009441	Bullet-shaped phalanges of the 3rd finger	http://purl.obolibrary.org/obo/UBERON_0003637	manual digit 3 phalanx	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0009405	Bullet-shaped phalanges of the 4th finger	http://purl.obolibrary.org/obo/UBERON_0003638	manual digit 4 phalanx	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0009375	Bullet-shaped phalanges of the 5th finger	http://purl.obolibrary.org/obo/UBERON_0003639	manual digit 5 phalanx	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0009769	Bullet-shaped phalanges of the hand	http://purl.obolibrary.org/obo/UBERON_0001436	phalanx of manus	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0009853	Bullet-shaped proximal phalanges of the hand	http://purl.obolibrary.org/obo/UBERON_0002234	proximal phalanx of manus	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0009582	Bullet-shaped proximal phalanx of the 2nd finger	http://purl.obolibrary.org/obo/UBERON_0004328	proximal phalanx of manual digit 2	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0010397	Bullet-shaped proximal phalanx of the 2nd toe	http://purl.obolibrary.org/obo/UBERON_0004333	proximal phalanx of pedal digit 2	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0009451	Bullet-shaped proximal phalanx of the 3rd finger	http://purl.obolibrary.org/obo/UBERON_0004329	proximal phalanx of manual digit 3	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0009311	Bullet-shaped proximal phalanx of the 4th finger	http://purl.obolibrary.org/obo/UBERON_0004330	proximal phalanx of manual digit 4	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0009228	Bullet-shaped proximal phalanx of the 5th finger	http://purl.obolibrary.org/obo/UBERON_0004331	proximal phalanx of manual digit 5	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0010087	Bullet-shaped proximal phalanx of the hallux	http://purl.obolibrary.org/obo/UBERON_0004332	proximal phalanx of pedal digit 1	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0009631	Bullet-shaped proximal phalanx of the thumb	http://purl.obolibrary.org/obo/UBERON_0004338	proximal phalanx of manual digit 1	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0010205	Bullet-shaped proximal toe phalanx	http://purl.obolibrary.org/obo/UBERON_0003868	proximal phalanx of pes	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0009652	Bullet-shaped thumb phalanx	http://purl.obolibrary.org/obo/UBERON_0003620	manual digit 1 phalanx	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0010175	Bullet-shaped toe phalanx	http://purl.obolibrary.org/obo/UBERON_0001449	phalanx of pes	http://purl.obolibrary.org/obo/PATO_0002087	bullet-shaped
http://purl.obolibrary.org/obo/HP_0003191	Cleft ala nasi	http://purl.obolibrary.org/obo/UBERON_0006906	ala of nose	http://purl.obolibrary.org/obo/PATO_0001495	notched
http://purl.obolibrary.org/obo/HP_0011265	Cleft earlobe	http://purl.obolibrary.org/obo/UBERON_0001847	lobule of pinna	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/HP_0009902	Cleft helix	http://purl.obolibrary.org/obo/UBERON_0002488	helix of outer ear	http://purl.obolibrary.org/obo/PATO_0001495	notched
http://purl.obolibrary.org/obo/HP_0009094	Cleft lower alveolar ridge	http://purl.obolibrary.org/obo/UBERON_0004527	alveolar process of maxilla	http://purl.obolibrary.org/obo/PATO_0001786	split
http://purl.obolibrary.org/obo/HP_0010752	Cleft mandible	http://purl.obolibrary.org/obo/UBERON_0001684	mandible	http://purl.obolibrary.org/obo/PATO_0001786	split
http://purl.obolibrary.org/obo/HP_0010289	Cleft of alveolar ridge of maxilla	http://purl.obolibrary.org/obo/UBERON_0004103	alveolar ridge	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/HP_0011323	Cleft of chin	http://purl.obolibrary.org/obo/UBERON_0008199	chin	http://purl.obolibrary.org/obo/PATO_0000403	cleft
http://purl.obolibrary.org/obo/HP_0004616	Cleft vertebral arch	http://purl.obolibrary.org/obo/UBERON_0010358	arch of centrum of vertebra	http://purl.obolibrary.org/obo/PATO_0001786	split
http://purl.obolibrary.org/obo/HP_0001217	Clubbing	http://purl.obolibrary.org/obo/UBERON_0002544	digit	http://purl.obolibrary.org/obo/PATO_0001883	clavate
http://purl.obolibrary.org/obo/HP_0008789	Cone-shaped capital femoral epiphysis	http://purl.obolibrary.org/obo/UBERON_0004412	proximal epiphysis of femur	http://purl.obolibrary.org/obo/PATO_0002021	conical
http://purl.obolibrary.org/obo/HP_0004000	Cone-shaped distal radial epiphysis	http://purl.obolibrary.org/obo/UBERON_0004385	epiphysis of radius	http://purl.obolibrary.org/obo/PATO_0002021	conical
http://purl.obolibrary.org/obo/HP_0010230	Cone-shaped epiphyses of the phalanges of the hand	http://purl.obolibrary.org/obo/UBERON_0004387	epiphysis of phalanx of manus	http://purl.obolibrary.org/obo/PATO_0002021	conical
http://purl.obolibrary.org/obo/HP_0010579	Cone-shaped epiphysis	http://purl.obolibrary.org/obo/UBERON_0001437	epiphysis	http://purl.obolibrary.org/obo/PATO_0002021	conical
