source_language	translation_language	subject_id	predicate_id	source_value	translation_value	translation_status	translator
en	pt	HP:0000613	rdfs:label	Photophobia	Fotofobia	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000614	rdfs:label	Abnormal nasolacrimal system morphology	Morfologia anormal do canal lacrimal	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000615	rdfs:label	Abnormal pupil morphology	Morfologia anormal da pupila	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000616	rdfs:label	Miosis	Miose	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000618	rdfs:label	Blindness	Cegueira	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000619	rdfs:label	Impaired convergence	Insuficiência de convergência	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000620	rdfs:label	Dacryocystitis	Dacriocistite	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000621	rdfs:label	Entropion	Entrópio	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000622	rdfs:label	Blurred vision	Visão turva	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000623	rdfs:label	Supranuclear ophthalmoplegia	Oftalmoplegia supranuclear	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000625	rdfs:label	Eyelid coloboma	Coloboma palpebral	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000627	rdfs:label	Posterior embryotoxon	Embriotóxon posterior	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000631	rdfs:label	Retinal arterial tortuosity	Tortuosidade arterial retiniana	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000632	rdfs:label	Lacrimation abnormality	Anomalia do lacrimejamento	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000633	rdfs:label	Decreased lacrimation	Lacrimejamento diminuído	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000634	rdfs:label	Impaired ocular abduction	Abdução ocular prejudicada	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000635	rdfs:label	Blue irides	Íris azul	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000636	rdfs:label	Upper eyelid coloboma	Coloboma palpebral superior	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000637	rdfs:label	Long palpebral fissure	Fissura palpebral longa	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000639	rdfs:label	Nystagmus	Nistagmo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000640	rdfs:label	Gaze-evoked nystagmus	Nistagmo evocado pelo olhar	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000803	rdfs:label	Renal cortical cysts	Cistos renais corticais	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000820	rdfs:label	Abnormality of the thyroid gland	Anomalia da glândula tireoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000821	rdfs:label	Hypothyroidism	Hipotireoidismo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000822	rdfs:label	Hypertension	Hipertensão	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000852	rdfs:label	Pseudohypoparathyroidism	Pseudo-hipoparatireoidismo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000860	rdfs:label	Parathyroid hypoplasia	Hipoplasia da paratireoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000933	rdfs:label	Posterior fossa cyst at the fourth ventricle	Cisto de fossa posterior do quarto ventrículo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0001407	rdfs:label	Hepatic cysts	Cistos hepáticos	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0002350	rdfs:label	Cerebellar cyst	Cisto cerebelar	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0002416	rdfs:label	Subependymal cysts	Cistos subependimários	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0002925	rdfs:label	Elevated circulating thyroid-stimulating hormone concentration	Concentração elevada de hormônio estimulante da tireoide circulante	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0002926	rdfs:label	Abnormality of thyroid physiology	Anomalia da fisiologia da glândula tireoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0002930	rdfs:label	Impaired sensitivity to thyroid hormone	Sensibilidade diminuída ao hormônio tireoidiano	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0004734	rdfs:label	Renal cortical microcysts	Microcistos renais corticais	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0004823	rdfs:label	Anisopoikilocytosis	Anisopoiquilocitose	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0005206	rdfs:label	Pancreatic pseudocyst	Pseudocisto pancreático	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0005209	rdfs:label	Intrahepatic bile duct cysts	Cistos biliares intra-hepáticos	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0005562	rdfs:label	Multiple renal cysts	Múltiplos cistos renais	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0005948	rdfs:label	Multiple pulmonary cysts	Múltiplos cistos pulmonares	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0005990	rdfs:label	Thyroid hypoplasia	Hipoplasia da tireoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0006781	rdfs:label	Hurthle cell thyroid adenoma	Adenoma tireoidiano de células de Hurthle	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0006799	rdfs:label	Basal ganglia cysts	Cistos nos gânglios basais	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0006951	rdfs:label	Retrocerebellar cyst	Cisto retrocerebelar	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0007109	rdfs:label	Periventricular cysts	Cistos periventriculares	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0007291	rdfs:label	Posterior fossa cyst	Cisto de fossa posterior	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0007667	rdfs:label	Peripheral cystoid retinal degeneration	Degeneração cistoide periférica da retina	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0008188	rdfs:label	Thyroid dysgenesis	Disgenesia tireoidiana	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0008191	rdfs:label	Thyroid agenesis	Agenesia tireoidiana	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0008200	rdfs:label	Primary hyperparathyroidism	Hiperparatireoidismo primário	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0008223	rdfs:label	Compensated hypothyroidism	Hipotireoidismo compensado	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0008225	rdfs:label	Thyroid follicular hyperplasia	Hiperplasia folicular da tireoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0008227	rdfs:label	Pituitary resistance to thyroid hormone	Resistência hipofisária ao hormônio tireoidiano	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0008229	rdfs:label	Thyroid lymphangiectasia	Linfangiectasia da tireoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0008237	rdfs:label	Hypothalamic hypothyroidism	Hipotireoidismo hipotalâmico	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0008247	rdfs:label	Euthyroid hyperthyroxinemia	Hipertiroxinemia eutireoidea	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0008263	rdfs:label	Thyroid defect in oxidation and organification of iodide	Defeito tireoidiano na oxidação e organificação do iodo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0008659	rdfs:label	Multiple small medullary renal cysts	Múltiplos pequenos cistos renais medulares	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0009745	rdfs:label	Spinal arachnoid cyst	Cisto aracnoide espinhal	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010518	rdfs:label	Thyroglossal cyst	Cisto tireoglosso	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010603	rdfs:label	Odontogenic keratocysts of the jaw	Ceratocistos odontogênicos na mandíbula	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010769	rdfs:label	Pilonidal sinus	Cisto pilonidal	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010770	rdfs:label	Pilonidal fistula	Fístula pilonidal	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0011426	rdfs:label	Fetal choroid plexus cysts	Cistos de plexo coróide fetal	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0011505	rdfs:label	Cystoid macular edema	Edema macular cistoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0011766	rdfs:label	Abnormal parathyroid morphology	Morfologia anormal da paratireoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0011767	rdfs:label	Abnormality of the parathyroid physiology	Anomalia da fisiologia da glândula paratireoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0011771	rdfs:label	Autoimmune hypoparathyroidism	Hipoparatireoidismo autoimune	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0011775	rdfs:label	Thyroid macrofollicular adenoma	Adenoma tireoidiano macrofolicular	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0011776	rdfs:label	Thyroid microfollicular adenoma	Adenoma tireoidiano microfolicular	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0011777	rdfs:label	Thyroid papillary adenoma	Adenoma papilar da tireoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0011778	rdfs:label	Thyroid atypical adenoma	Adenoma atípico da tireoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0011782	rdfs:label	Thyroid crisis	Crise tireotóxica	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0011787	rdfs:label	Central hypothyroidism	Hipotireoidismo central	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0011789	rdfs:label	Impaired sensitivity to thyroid stimulating hormone	Sensibilidade diminuída ao hormônio estimulante da tireoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0011790	rdfs:label	Activating thyroid-stimulating hormone receptor defect	Defeito ativador do receptor do hormônio estimulante da tireoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0011791	rdfs:label	Inactivating thyroid-stimulating hormone receptor defect	Defeito inativador do receptor do hormônio estimulante da tireoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0012035	rdfs:label	Steatocystoma multiplex	Esteatocistoma múltiplo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0012063	rdfs:label	Aneurysmal bone cyst	Cisto ósseo aneurismático	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0012096	rdfs:label	Intracranial epidermoid cyst	Cisto epidermoide intracraniano	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0012097	rdfs:label	Intracranial dermoid cyst	Cisto dermoide intracraniano	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0012487	rdfs:label	Cerebellopontine angle arachnoid cyst	Cisto aracnoide no ângulo pontocerebelar	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0012488	rdfs:label	Intraventricular arachnoid cyst	Cisto aracnoide intraventricular	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0012489	rdfs:label	Suprasellar arachnoid cyst	Cisto aracnoide suprasselar	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0012540	rdfs:label	Axillary epidermoid cyst	Cisto epidermoide axilar	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0012618	rdfs:label	Urachal cyst	Cisto de úraco	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0020143	rdfs:label	Tracheal duplication cyst	Cisto de duplicação traqueal	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0020157	rdfs:label	Thin zona pellucida	Zona pelúcida fina	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0025246	rdfs:label	Trichilemmal cyst	Cisto triquilemal	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0025247	rdfs:label	Dermoid cyst	Cisto dermoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0025248	rdfs:label	Eruptive vellus hair cyst	Cisto veloso eruptivo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0025379	rdfs:label	Anti-thyroid peroxidase antibody positivity	Positividade para anticorpo antiperoxidase tireoidiana	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0025388	rdfs:label	Thyroid nodule	Nódulo da glândula tireoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0025422	rdfs:label	Pleural cyst	Cisto pleural	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0025483	rdfs:label	Abnormal circulating thyroglobulin concentration	Concentração anormal de tireoglobulina circulante	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0025643	rdfs:label	Tarlov cyst	Cisto de Tarlov	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0025674	rdfs:label	Meconium pseudocyst	Pseudocisto de mecônio	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0025728	rdfs:label	Periventricular pseudocyst	Pseudocisto periventricular	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0030424	rdfs:label	Epididymal cyst	Cisto no epidídimo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0030425	rdfs:label	Calcified ovarian cyst	Cisto ovariano calcificado	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0030451	rdfs:label	Mesenteric cyst	Cisto mesentérico	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0030452	rdfs:label	Chylolymphatic mesenteric cyst	Cisto mesentérico quilolinfático	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0030668	rdfs:label	Periorbital dermoid cyst	Cisto dermoide periorbital	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0030720	rdfs:label	Subchorionic septal cyst	Cisto septal subcoriônico	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0030724	rdfs:label	Central nervous system cyst	Cisto no sistema nervoso central	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0030725	rdfs:label	Neurenteric cyst	Cisto neurentérico	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0030726	rdfs:label	Spinal neurenteric cyst	Cisto neurentérico espinhal	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0030727	rdfs:label	Intracranial neurenteric cyst	Cisto neurentérico intracraniano	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0030754	rdfs:label	Allantoic cyst	Cisto alantoico	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0031508	rdfs:label	Abnormal circulating thyroid hormone concentration	Concentração anormal do hormônio tireoidiano circulante	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0032327	rdfs:label	Interhemispheric cyst	Cisto inter-hemisférico	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0032578	rdfs:label	Third ventricle colloid cyst	Cisto coloide do terceiro ventrículo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0032608	rdfs:label	Thyroidization-type tubular atrophy	Atrofia tubular com tireoidização	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0032963	rdfs:label	Complex renal cyst	Cisto renal complexo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0033075	rdfs:label	Inappropriately normal thyroid-stimulating hormone level	Nível inadequadamente normal de hormônio estimulante da tireoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0033079	rdfs:label	Aplasia/Hypoplasia of the thyroid gland	Aplasia/Hipoplasia da glândula tireoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0033808	rdfs:label	Spermatocele	Espermatocele	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0034189	rdfs:label	Anti-thyroid-stimulating hormone receptor antibody positivity	Positividade para anticorpo anti-receptor do hormônio estimulante da tireoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0034286	rdfs:label	Pneumocystis carinii pneumonia	Pneumonia por Pneumocystis carinii	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0034485	rdfs:label	Neuroepithelial cyst	Cisto neuroepitelial	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0034778	rdfs:label	Maternal hyperthyroidism	Hipertireoidismo materno	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0034946	rdfs:label	Multiple eyelid margin cysts	Múltiplos cistos na margem da pálpebra	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0034966	rdfs:label	Thymic cyst	Cisto tímico	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0100029	rdfs:label	Lingual thyroid	Tireoide lingual	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0100030	rdfs:label	Accessory ectopic thyroid tissue	Tecido tireoidiano ectópico acessório	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0100611	rdfs:label	Multiple glomerular cysts	Múltiplos cistos glomerulares	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0100681	rdfs:label	Esophageal duplication	Duplicação de esôfago	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0100702	rdfs:label	Arachnoid cyst	Cisto aracnoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0100730	rdfs:label	Bronchogenic cyst	Cisto Bboncogênico	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0100733	rdfs:label	Neoplasm of the parathyroid gland	Neoplasia da glândula paratireoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0100890	rdfs:label	Cyst of the ductus choledochus	Cisto de colédoco	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0200040	rdfs:label	Epidermoid cyst	Cisto epidermoide	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0430050	rdfs:label	Anti-thyroid antibody positivity	Positividade para anticorpos antitireoidianos	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0430145	rdfs:label	Nasal dermoid cyst	Cisto dermoide do nariz	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:3000059	rdfs:label	Abnormal inferior thyroid vein morphology	Morfologia anormal das veias tireoidianas inferiores	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:4000139	rdfs:label	Fetal abdominal cyst	Cisto abdominal fetal	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:6000206	rdfs:label	Reduced CSF pyridoxal-5'-phosphate concentration	Concentração reduzida de piridoxal-5-fosfato no LCR	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:6000256	rdfs:label	Pneumocystis cysts in respiratory secretions	Cistos de Pneumocystis nas secreções respiratórias	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:6000364	rdfs:label	Synovial cyst	Cisto sinovial	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:6000461	rdfs:label	Cerebral subcortical cyst	Cisto cerebral subcortical	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:6000594	rdfs:label	Maxillary cyst	Cisto maxilar	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:6000595	rdfs:label	Mandibular cyst	Cisto mandibular	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:6000631	rdfs:label	Unilocular ovarian cyst	Cisto ovariano unilocular	OFFICIAL	orcid:0009-0005-0193-5224
